TOT_POP,POP_ESTIMATE_2018,Obesity_number,Heart disease_number,CKD_number,charges
9872.0,9872.0,2454.0,475.0,200.0,3147
38601.0,38601.0,8046.0,1558.0,732.0,9956
33406.0,33406.0,8829.0,1807.0,757.0,11117
9378.0,9378.0,2437.0,549.0,222.0,3072
14908.0,14908.0,4493.0,1010.0,394.0,5431
79115.0,79115.0,18443.0,3868.0,1636.0,24897
8064.0,8064.0,2437.0,762.0,269.0,3470
173588.0,173588.0,51533.0,11594.0,4527.0,65127
22628.0,22628.0,7122.0,1689.0,790.0,9851
4286.0,4286.0,820.0,253.0,111.0,1153
18240.0,18240.0,4804.0,1128.0,458.0,6392
154141.0,154141.0,43285.0,10550.0,4263.0,55594
15596.0,15596.0,3954.0,1004.0,396.0,5795
5505.0,5505.0,1535.0,443.0,167.0,1989
32594.0,32594.0,8552.0,1043.0,502.0,10137
29989.0,29989.0,8138.0,1904.0,771.0,10132
351713.0,351713.0,66848.0,10048.0,5239.0,80229
25549.0,25549.0,7834.0,2010.0,715.0,10406
58402.0,58402.0,20547.0,5520.0,1841.0,27382
2690.0,2690.0,555.0,150.0,65.0,763
52460.0,52460.0,11868.0,2456.0,1036.0,15710
10124.0,10124.0,3258.0,686.0,270.0,3941
162124.0,162124.0,46553.0,6840.0,3165.0,54750
47240.0,47240.0,15360.0,3861.0,1324.0,20237
88571.0,88571.0,23474.0,5361.0,2101.0,33720
10715.0,10715.0,3665.0,997.0,385.0,5115
50031.0,50031.0,15658.0,3825.0,1468.0,20999
19572.0,19572.0,6459.0,1585.0,651.0,8662
18504.0,18504.0,5094.0,1219.0,461.0,6917
32835.0,32835.0,6413.0,2439.0,1166.0,10019
259201.0,259201.0,55529.0,10308.0,4704.0,69284
4686.0,4686.0,1298.0,300.0,121.0,1654
24943.0,24943.0,7067.0,1836.0,682.0,10112
655.0,655.0,178.0,66.0,28.0,274
15000.0,15000.0,4021.0,1251.0,461.0,5682
57835.0,57835.0,15973.0,2643.0,1047.0,19370
967612.0,967612.0,189681.0,46990.0,21928.0,275519
93152.0,93152.0,26700.0,5599.0,2077.0,33799
2761581.0,2761581.0,652186.0,169691.0,81776.0,841621
36552.0,36552.0,11027.0,2492.0,1043.0,14206
1769.0,1769.0,478.0,122.0,47.0,630
21332.0,21332.0,5180.0,1422.0,574.0,7002
10362.0,10362.0,3146.0,1166.0,408.0,4564
166614.0,166614.0,48380.0,11680.0,4502.0,65017
24440.0,24440.0,5924.0,1536.0,609.0,8598
105424.0,105424.0,26324.0,11879.0,4277.0,44391
5420.0,5420.0,1511.0,390.0,150.0,1906
17171.0,17171.0,5576.0,1251.0,529.0,7032
22698.0,22698.0,6431.0,1778.0,742.0,9066
980.0,980.0,235.0,61.0,24.0,313
40085.0,40085.0,12354.0,2548.0,988.0,15374
37480.0,37480.0,9359.0,2904.0,1021.0,13982
29094.0,29094.0,9270.0,2529.0,862.0,13406
13632.0,13632.0,3372.0,556.0,231.0,4054
76397.0,76397.0,17173.0,4663.0,1917.0,24354
7671.0,7671.0,1961.0,432.0,186.0,2504
10231.0,10231.0,3012.0,919.0,329.0,4313
4212.0,4212.0,1240.0,359.0,136.0,1774
71671.0,71671.0,21435.0,4143.0,1599.0,27396
7182.0,7182.0,2281.0,614.0,244.0,3112
21229.0,21229.0,6019.0,1440.0,566.0,8188
14971.0,14971.0,3766.0,825.0,351.0,4919
14653.0,14653.0,4628.0,976.0,389.0,5555
2869.0,2869.0,887.0,222.0,84.0,1154
892697.0,892697.0,203153.0,42859.0,20145.0,263554
71375.0,71375.0,17256.0,5184.0,1941.0,25369
16806.0,16806.0,5235.0,1426.0,519.0,7041
91083.0,91083.0,26382.0,6516.0,2547.0,34681
11372.0,11372.0,2974.0,731.0,300.0,3923
25083.0,25083.0,5511.0,1471.0,587.0,7556
164044.0,164044.0,39996.0,6899.0,3196.0,51513
50251.0,50251.0,11238.0,2656.0,1118.0,15345
2231647.0,2231647.0,539916.0,120639.0,53399.0,754963
112664.0,112664.0,30925.0,5301.0,2249.0,40757
13994.0,13994.0,4023.0,1017.0,383.0,5346
448273.0,448273.0,104077.0,25143.0,10353.0,137789
136349.0,136349.0,32848.0,5256.0,2317.0,38764
10023.0,10023.0,3181.0,814.0,341.0,4288
7824.0,7824.0,1741.0,400.0,188.0,2221
39921.0,39921.0,9820.0,2566.0,1018.0,13392
79388.0,79388.0,24091.0,5756.0,2217.0,33866
55626.0,55626.0,14939.0,3532.0,1438.0,20084
277097.0,277097.0,69147.0,14948.0,6550.0,88350
76493.0,76493.0,19785.0,4407.0,1781.0,25593
874759.0,874759.0,233473.0,52383.0,20848.0,309434
29189.0,29189.0,7542.0,1663.0,672.0,10236
8903.0,8903.0,3026.0,737.0,351.0,4119
792582.0,792582.0,212112.0,45307.0,17973.0,266544
13257.0,13257.0,4422.0,1324.0,434.0,6252
22061.0,22061.0,5864.0,1352.0,546.0,7859
323780.0,323780.0,80941.0,17708.0,7062.0,108765
16320.0,16320.0,4443.0,1122.0,422.0,5824
153207.0,153207.0,33285.0,8383.0,3765.0,42033
3977.0,3977.0,1104.0,232.0,96.0,1388
22752.0,22752.0,6343.0,1853.0,700.0,8784
3093.0,3093.0,854.0,232.0,89.0,1144
19759.0,19759.0,4643.0,1001.0,458.0,5287
4989.0,4989.0,1437.0,365.0,144.0,1868
621354.0,621354.0,144931.0,30634.0,13401.0,180828
41239.0,41239.0,13112.0,2959.0,1179.0,17794
314305.0,314305.0,66761.0,12026.0,5933.0,83464
30785.0,30785.0,7877.0,1977.0,792.0,10163
77036.0,77036.0,20596.0,4427.0,1904.0,24237
230163.0,230163.0,55750.0,12210.0,4896.0,72631
5527.0,5527.0,1758.0,356.0,142.0,2241
86934.0,86934.0,28514.0,5829.0,2955.0,36586
28823.0,28823.0,8681.0,2633.0,864.0,13121
24015.0,24015.0,5668.0,1248.0,541.0,7079
1243857.0,1243857.0,344105.0,79547.0,34175.0,445409
13746.0,13746.0,4386.0,1120.0,434.0,6051
41260.0,41260.0,11194.0,2776.0,1082.0,15425
38458.0,38458.0,11419.0,2641.0,1019.0,15184
55655.0,55655.0,16680.0,4513.0,1861.0,22361
225909.0,225909.0,60863.0,10568.0,4608.0,71501
763.0,763.0,207.0,52.0,20.0,270
811.0,811.0,160.0,56.0,24.0,240
49090.0,49090.0,12654.0,3033.0,1221.0,17991
26321.0,26321.0,8793.0,2274.0,768.0,11641
28558.0,28558.0,6171.0,1461.0,668.0,8302
14520.0,14520.0,4432.0,1064.0,477.0,5948
2303.0,2303.0,468.0,170.0,72.0,693
76796.0,76796.0,21548.0,4040.0,1668.0,26221
1903.0,1903.0,520.0,145.0,53.0,683
109864.0,109864.0,25965.0,6203.0,2580.0,34020
25735.0,25735.0,9099.0,1785.0,839.0,12094
10627.0,10627.0,3670.0,911.0,405.0,4769
28999.0,28999.0,6821.0,1663.0,721.0,8919
26111.0,26111.0,7285.0,1696.0,681.0,9773
1955.0,1955.0,570.0,153.0,59.0,723
44887.0,44887.0,13780.0,3404.0,1413.0,19038
11573.0,11573.0,3404.0,797.0,337.0,4636
40011.0,40011.0,10023.0,2254.0,947.0,13012
43724.0,43724.0,9918.0,3211.0,1387.0,14232
16867.0,16867.0,4637.0,1517.0,579.0,6805
3758.0,3758.0,1041.0,266.0,105.0,1339
17603.0,17603.0,4775.0,1075.0,419.0,6339
2920.0,2920.0,694.0,151.0,62.0,847
309176.0,309176.0,71266.0,15962.0,6409.0,97555
20388.0,20388.0,6262.0,1696.0,572.0,8780
37147.0,37147.0,10772.0,2147.0,867.0,13023
2632.0,2632.0,765.0,218.0,83.0,1050
179349.0,179349.0,43399.0,10776.0,4017.0,66726
33044.0,33044.0,9887.0,2633.0,940.0,13915
2962.0,2962.0,808.0,208.0,82.0,1084
1392.0,1392.0,352.0,93.0,36.0,463
3216.0,3216.0,938.0,213.0,82.0,1163
7644.0,7644.0,2005.0,525.0,190.0,2736
47532.0,47532.0,12862.0,2728.0,1073.0,15830
9483.0,9483.0,2254.0,444.0,213.0,2918
36501.0,36501.0,9502.0,2380.0,929.0,12743
4968.0,4968.0,1418.0,344.0,134.0,1799
2508.0,2508.0,774.0,227.0,83.0,1045
45063.0,45063.0,14552.0,3232.0,1520.0,18852
26215.0,26215.0,6505.0,1898.0,799.0,9557
31166.0,31166.0,9159.0,2621.0,939.0,12279
76456.0,76456.0,21018.0,4573.0,2207.0,28249
12456.0,12456.0,3645.0,880.0,345.0,4872
653786.0,653786.0,156233.0,32341.0,13860.0,198319
1101.0,1101.0,268.0,89.0,37.0,397
8810.0,8810.0,2246.0,606.0,244.0,3136
3424.0,3424.0,870.0,222.0,90.0,1103
597555.0,597555.0,122920.0,24502.0,10687.0,155375
12037.0,12037.0,3101.0,841.0,315.0,4439
14309.0,14309.0,3684.0,979.0,434.0,4867
5816.0,5816.0,1650.0,377.0,139.0,2276
16558.0,16558.0,5183.0,1370.0,491.0,7147
21764.0,21764.0,5718.0,1686.0,630.0,8032
39985.0,39985.0,9808.0,2263.0,857.0,13009
50885.0,50885.0,13505.0,3108.0,1283.0,18525
50574.0,50574.0,16692.0,4329.0,1900.0,22738
73657.0,73657.0,18854.0,3985.0,1518.0,25439
22628.0,22628.0,5824.0,1431.0,588.0,7765
187888.0,187888.0,50225.0,10245.0,4212.0,65463
33370.0,33370.0,8738.0,1970.0,769.0,11567
414576.0,414576.0,118318.0,18763.0,9167.0,138891
676061.0,676061.0,129082.0,29169.0,14524.0,160832
329261.0,329261.0,82361.0,15651.0,7239.0,104968
38310.0,38310.0,12318.0,3103.0,1392.0,17157
54012.0,54012.0,17054.0,4118.0,1500.0,23374
8326.0,8326.0,2713.0,694.0,266.0,3672
25095.0,25095.0,6889.0,1360.0,553.0,8033
1748.0,1748.0,447.0,112.0,44.0,597
2040.0,2040.0,526.0,166.0,61.0,776
9097.0,9097.0,2909.0,787.0,285.0,3778
56019.0,56019.0,16248.0,4100.0,1533.0,21537
1050114.0,1050114.0,217487.0,41504.0,22450.0,271695
26617.0,26617.0,7878.0,1844.0,731.0,9596
20845.0,20845.0,5857.0,1542.0,575.0,8272
2607.0,2607.0,739.0,142.0,59.0,920
103718.0,103718.0,26504.0,5557.0,2374.0,31092
39764.0,39764.0,10327.0,2654.0,1068.0,13448
266784.0,266784.0,65591.0,14446.0,5951.0,83626
167207.0,167207.0,29836.0,8376.0,3947.0,44759
14604.0,14604.0,4525.0,1308.0,455.0,6606
68700.0,68700.0,14291.0,3590.0,1531.0,19433
943823.0,943823.0,169774.0,40301.0,19329.0,231953
18432.0,18432.0,4249.0,1200.0,559.0,6010
38463.0,38463.0,9144.0,1980.0,812.0,12120
181111.0,181111.0,35266.0,10150.0,4233.0,49137
187365.0,187365.0,45836.0,8447.0,3733.0,53418
70116.0,70116.0,20731.0,4212.0,1641.0,27659
79604.0,79604.0,19589.0,5393.0,2185.0,26645
36803.0,36803.0,9674.0,1885.0,808.0,11351
4555.0,4555.0,1035.0,332.0,132.0,1379
65456.0,65456.0,18533.0,4107.0,1649.0,23755
121436.0,121436.0,30003.0,4984.0,2258.0,34659
3221.0,3221.0,704.0,188.0,77.0,978
16898.0,16898.0,5233.0,1448.0,511.0,7621
68461.0,68461.0,21181.0,4638.0,1857.0,27496
33830.0,33830.0,9597.0,1918.0,838.0,12481
54401.0,54401.0,16265.0,3023.0,1264.0,19408
13275.0,13275.0,3801.0,1117.0,418.0,5575
6191.0,6191.0,1658.0,425.0,164.0,2307
17556.0,17556.0,5236.0,1246.0,482.0,6267
28875.0,28875.0,8577.0,2112.0,806.0,11269
6272.0,6272.0,2055.0,566.0,255.0,2888
7027.0,7027.0,1798.0,406.0,172.0,2359
289195.0,289195.0,72933.0,14538.0,7079.0,89155
57511.0,57511.0,14751.0,3581.0,1420.0,20797
6021.0,6021.0,1658.0,382.0,155.0,2043
4165.0,4165.0,1229.0,317.0,128.0,1565
153902.0,153902.0,45755.0,7786.0,3264.0,55615
25571.0,25571.0,8619.0,2153.0,795.0,11141
6054.0,6054.0,1664.0,450.0,167.0,2295
60115.0,60115.0,16410.0,3886.0,1664.0,22123
32461.0,32461.0,9288.0,1998.0,774.0,11336
5575.0,5575.0,1314.0,331.0,133.0,1823
73952.0,73952.0,22652.0,5513.0,2100.0,31878
15673.0,15673.0,4622.0,895.0,397.0,5876
28666.0,28666.0,8701.0,1969.0,731.0,12215
5191.0,5191.0,1416.0,376.0,145.0,1950
8897.0,8897.0,2382.0,524.0,197.0,3101
8313.0,8313.0,2169.0,602.0,218.0,3062
6050.0,6050.0,1410.0,369.0,150.0,1840
752660.0,752660.0,182599.0,34534.0,17092.0,238078
48518.0,48518.0,13183.0,3074.0,1135.0,18183
8232.0,8232.0,2675.0,812.0,311.0,3730
33615.0,33615.0,10410.0,2618.0,1068.0,14836
2233163.0,2233163.0,413031.0,83688.0,41889.0,543692
229286.0,229286.0,64412.0,18376.0,6824.0,84095
11277.0,11277.0,2863.0,712.0,290.0,3706
26575.0,26575.0,6442.0,1793.0,802.0,8970
19278.0,19278.0,5742.0,1946.0,687.0,8280
447138.0,447138.0,130231.0,27761.0,12358.0,177148
55933.0,55933.0,14823.0,3671.0,1499.0,21072
16811.0,16811.0,5211.0,1408.0,520.0,7057
8018.0,8018.0,2399.0,677.0,240.0,3338
12306.0,12306.0,3614.0,1009.0,356.0,5062
43018.0,43018.0,13546.0,4095.0,1314.0,20328
31490.0,31490.0,8943.0,2515.0,992.0,12073
58140.0,58140.0,11567.0,3117.0,1334.0,16059
66893.0,66893.0,18127.0,3828.0,1676.0,22807
179914.0,179914.0,50539.0,9319.0,4346.0,62692
5277.0,5277.0,1627.0,457.0,170.0,2203
4757.0,4757.0,1362.0,393.0,143.0,1808
28543.0,28543.0,9499.0,2033.0,877.0,12527
131730.0,131730.0,35119.0,9325.0,3627.0,48705
7136.0,7136.0,1791.0,368.0,159.0,2374
948201.0,948201.0,258760.0,46192.0,22862.0,305086
799767.0,799767.0,184459.0,39828.0,19711.0,247681
95273.0,95273.0,25015.0,4668.0,1906.0,30982
15763.0,15763.0,4124.0,1072.0,422.0,5803
61607.0,61607.0,16668.0,2997.0,1331.0,20472
8253.0,8253.0,2125.0,675.0,296.0,3129
40434.0,40434.0,11566.0,2984.0,1186.0,15102
11041.0,11041.0,2531.0,693.0,284.0,3510
26804.0,26804.0,7273.0,2173.0,817.0,10293
16193.0,16193.0,4357.0,966.0,385.0,6061
98682.0,98682.0,23374.0,6755.0,2692.0,30214
35350.0,35350.0,9783.0,1394.0,567.0,10864
38754.0,38754.0,11285.0,2560.0,939.0,14809
3185968.0,3185968.0,537231.0,137712.0,68201.0,795595
107386.0,107386.0,27506.0,6495.0,2649.0,39450
64389.0,64389.0,18967.0,5285.0,2094.0,26286
20154.0,20154.0,5143.0,1151.0,463.0,6403
19808.0,19808.0,5931.0,1499.0,596.0,8172
102106.0,102106.0,21899.0,5934.0,2421.0,28882
682.0,682.0,182.0,51.0,20.0,231
13057.0,13057.0,3369.0,822.0,325.0,4315
2464.0,2464.0,531.0,124.0,54.0,669
660.0,660.0,188.0,45.0,18.0,228
8406.0,8406.0,2617.0,735.0,241.0,3686
9911.0,9911.0,2766.0,614.0,250.0,3516
1383.0,1383.0,278.0,93.0,39.0,402
2059.0,2059.0,456.0,103.0,44.0,583
2294.0,2294.0,609.0,171.0,65.0,844
26092.0,26092.0,8767.0,2331.0,790.0,12191
19252.0,19252.0,5149.0,1448.0,575.0,7334
40408.0,40408.0,10698.0,2469.0,1036.0,14293
33839.0,33839.0,10672.0,2778.0,919.0,14619
541918.0,541918.0,141896.0,33444.0,13394.0,196517
6579.0,6579.0,1712.0,410.0,163.0,2166
11069.0,11069.0,3491.0,917.0,392.0,4759
19434.0,19434.0,4046.0,1036.0,425.0,5404
138159.0,138159.0,41594.0,8267.0,3769.0,53166
11881.0,11881.0,3036.0,738.0,296.0,3890
36778.0,36778.0,11102.0,2525.0,1026.0,13954
3839.0,3839.0,1099.0,301.0,117.0,1509
36219.0,36219.0,9043.0,2250.0,868.0,11561
331164.0,331164.0,67766.0,14162.0,6354.0,87613
8726.0,8726.0,2444.0,708.0,270.0,3292
17471.0,17471.0,3851.0,1327.0,561.0,5686
32208.0,32208.0,8514.0,2033.0,798.0,11067
916.0,916.0,273.0,78.0,29.0,354
7912.0,7912.0,2304.0,593.0,261.0,3182
3947.0,3947.0,1021.0,299.0,110.0,1445
2005.0,2005.0,600.0,128.0,52.0,748
128754.0,128754.0,34579.0,16450.0,5704.0,59485
58856.0,58856.0,17374.0,4837.0,1998.0,23706
26748.0,26748.0,7420.0,2205.0,831.0,11068
2356.0,2356.0,650.0,159.0,63.0,810
8297.0,8297.0,2274.0,596.0,252.0,3083
896764.0,896764.0,214228.0,42090.0,20771.0,292189
15126.0,15126.0,5351.0,1522.0,521.0,7324
86081.0,86081.0,18784.0,4301.0,1918.0,25128
8611.0,8611.0,2583.0,678.0,315.0,3539
60155.0,60155.0,16571.0,4550.0,1627.0,22660
120422.0,120422.0,33429.0,6494.0,2708.0,44780
20705.0,20705.0,6627.0,1553.0,658.0,8907
66470.0,66470.0,17634.0,3225.0,1216.0,23714
274765.0,274765.0,70486.0,12913.0,6602.0,90230
109541.0,109541.0,30504.0,5517.0,2665.0,39144
37830.0,37830.0,11307.0,2417.0,966.0,13096
45164.0,45164.0,13001.0,2997.0,1214.0,15288
25642.0,25642.0,7174.0,1435.0,578.0,8847
163694.0,163694.0,44409.0,7948.0,3503.0,56504
35634.0,35634.0,7838.0,2227.0,875.0,11222
16800.0,16800.0,5002.0,1519.0,565.0,6671
39639.0,39639.0,12204.0,2445.0,1081.0,14947
8743.0,8743.0,2314.0,643.0,241.0,3312
50159.0,50159.0,12453.0,2302.0,994.0,14168
15604.0,15604.0,4648.0,1167.0,475.0,6740
10008.0,10008.0,2472.0,536.0,233.0,3229
33683.0,33683.0,10288.0,2192.0,836.0,13531
70741.0,70741.0,19882.0,4686.0,2027.0,26805
13824.0,13824.0,3903.0,1050.0,411.0,5616
11139.0,11139.0,2884.0,1072.0,387.0,4576
816684.0,816684.0,213277.0,46814.0,18983.0,279927
4190.0,4190.0,1130.0,284.0,111.0,1423
14436.0,14436.0,4214.0,1126.0,451.0,6361
106222.0,106222.0,26514.0,6633.0,2511.0,36363
15841.0,15841.0,4297.0,1082.0,444.0,5926
12668.0,12668.0,3837.0,1091.0,394.0,5275
21780.0,21780.0,5755.0,1014.0,471.0,7010
24574.0,24574.0,4664.0,976.0,451.0,6061
102539.0,102539.0,25847.0,5230.0,2255.0,32057
18794.0,18794.0,5348.0,1127.0,400.0,6782
6900.0,6900.0,2261.0,673.0,263.0,3081
39531.0,39531.0,8710.0,2360.0,978.0,12223
12444.0,12444.0,3823.0,834.0,334.0,4872
7885.0,7885.0,1730.0,500.0,207.0,2285
9928.0,9928.0,3285.0,960.0,370.0,4457
787858.0,787858.0,163979.0,29483.0,14334.0,192056
5761.0,5761.0,1551.0,379.0,152.0,1987
31129.0,31129.0,8775.0,1570.0,758.0,10851
3870.0,3870.0,1092.0,247.0,92.0,1401
9813.0,9813.0,2083.0,536.0,217.0,2704
55387.0,55387.0,15605.0,3806.0,1446.0,21175
98976.0,98976.0,22631.0,4725.0,2095.0,30961
11879.0,11879.0,3040.0,795.0,319.0,4390
29036.0,29036.0,8542.0,1719.0,673.0,10911
13918.0,13918.0,3764.0,734.0,313.0,4909
263378.0,263378.0,66423.0,12232.0,5484.0,77979
10143.0,10143.0,3379.0,1001.0,333.0,4756
18717.0,18717.0,5754.0,1194.0,481.0,7180
13772.0,13772.0,4329.0,749.0,311.0,5085
32251.0,32251.0,9928.0,2270.0,983.0,12630
4292.0,4292.0,1209.0,421.0,154.0,1814
14940.0,14940.0,4478.0,1183.0,437.0,6201
6150.0,6150.0,1642.0,421.0,163.0,2133
19816.0,19816.0,6112.0,1093.0,510.0,7605
76931.0,76931.0,24567.0,5397.0,2046.0,32048
23047.0,23047.0,6994.0,1744.0,658.0,10018
34120.0,34120.0,9792.0,2661.0,1133.0,13902
17032.0,17032.0,4814.0,1059.0,430.0,6371
19596.0,19596.0,5481.0,1490.0,554.0,7509
20952.0,20952.0,6778.0,2010.0,706.0,9202
10020.0,10020.0,2025.0,540.0,239.0,2622
14250.0,14250.0,3225.0,713.0,328.0,4155
542364.0,542364.0,108367.0,21049.0,10030.0,126913
27052.0,27052.0,8819.0,1834.0,808.0,11703
24263.0,24263.0,7318.0,1820.0,713.0,8974
19351.0,19351.0,6109.0,1389.0,651.0,8411
12690.0,12690.0,3754.0,885.0,344.0,4942
18743.0,18743.0,4797.0,971.0,457.0,6323
2612.0,2612.0,677.0,184.0,70.0,922
100657.0,100657.0,23816.0,4264.0,1845.0,30252
61833.0,61833.0,17128.0,4431.0,1636.0,23096
27828.0,27828.0,6966.0,1817.0,799.0,9425
55976.0,55976.0,17305.0,4431.0,1900.0,23582
14668.0,14668.0,4384.0,1380.0,513.0,6202
70562.0,70562.0,19978.0,3912.0,1574.0,24316
21068.0,21068.0,6499.0,1613.0,703.0,8793
25631.0,25631.0,7367.0,1429.0,573.0,9398
28719.0,28719.0,8897.0,2402.0,899.0,12311
350518.0,350518.0,55799.0,14016.0,6881.0,69465
8665.0,8665.0,2578.0,621.0,238.0,3346
1952.0,1952.0,510.0,145.0,57.0,667
37517.0,37517.0,12287.0,2758.0,1048.0,15789
23963.0,23963.0,6558.0,1816.0,821.0,8930
17634.0,17634.0,4218.0,1248.0,504.0,5709
62447.0,62447.0,16920.0,3141.0,1313.0,20956
22663.0,22663.0,7001.0,1497.0,533.0,9420
102985.0,102985.0,23938.0,4453.0,1916.0,28000
19150.0,19150.0,5050.0,1206.0,458.0,6908
11693.0,11693.0,3158.0,801.0,330.0,4248
118230.0,118230.0,27884.0,5753.0,2510.0,34625
313888.0,313888.0,86417.0,17184.0,7706.0,104525
8566.0,8566.0,2044.0,593.0,238.0,2764
10658.0,10658.0,2752.0,695.0,282.0,3702
12715.0,12715.0,3731.0,1029.0,358.0,5148
261059.0,261059.0,80594.0,14351.0,6516.0,98490
370200.0,370200.0,97195.0,16223.0,7276.0,119229
10003.0,10003.0,2883.0,705.0,277.0,3634
85219.0,85219.0,21210.0,5407.0,2394.0,27421
6050.0,6050.0,1585.0,435.0,161.0,2193
13295.0,13295.0,3674.0,991.0,391.0,5246
49437.0,49437.0,12136.0,2406.0,1131.0,16791
28015.0,28015.0,7473.0,1618.0,635.0,9084
36973.0,36973.0,7715.0,1840.0,822.0,9952
324890.0,324890.0,84208.0,14102.0,6007.0,109104
28383.0,28383.0,8241.0,2687.0,967.0,12049
33240.0,33240.0,6191.0,1105.0,535.0,7005
21895.0,21895.0,6262.0,1475.0,577.0,8475
79332.0,79332.0,21121.0,4379.0,1711.0,26619
6336.0,6336.0,1150.0,317.0,140.0,1612
13336.0,13336.0,4213.0,1093.0,429.0,5808
12796.0,12796.0,3223.0,998.0,395.0,4646
29100.0,29100.0,9052.0,2297.0,841.0,12040
5676.0,5676.0,1680.0,501.0,195.0,2267
5463.0,5463.0,1517.0,351.0,143.0,1970
38520.0,38520.0,11294.0,2670.0,1150.0,15366
134313.0,134313.0,37498.0,7026.0,3481.0,49690
2036.0,2036.0,563.0,134.0,57.0,742
7788.0,7788.0,2261.0,590.0,240.0,3177
16226.0,16226.0,4037.0,1107.0,435.0,6045
20386.0,20386.0,5964.0,1437.0,666.0,7885
15571.0,15571.0,5500.0,1400.0,471.0,7254
4337.0,4337.0,1087.0,270.0,106.0,1353
3825.0,3825.0,962.0,216.0,86.0,1271
20528.0,20528.0,5600.0,1444.0,543.0,7718
17810.0,17810.0,5124.0,1481.0,517.0,6776
26461.0,26461.0,7054.0,1721.0,693.0,9734
16862.0,16862.0,5009.0,1411.0,475.0,7494
17162.0,17162.0,4527.0,1140.0,493.0,6222
7709.0,7709.0,1788.0,462.0,197.0,2394
5753.0,5753.0,1475.0,279.0,120.0,1849
45168.0,45168.0,12553.0,3085.0,1207.0,16650
14178.0,14178.0,4085.0,757.0,322.0,4883
7634.0,7634.0,1992.0,559.0,223.0,2733
5112.0,5112.0,1251.0,303.0,120.0,1607
730.0,730.0,211.0,47.0,19.0,267
6250.0,6250.0,1507.0,509.0,193.0,2097
13168.0,13168.0,3207.0,761.0,313.0,4103
754610.0,754610.0,153009.0,62563.0,24146.0,233809
2503.0,2503.0,605.0,182.0,72.0,893
346868.0,346868.0,96208.0,19197.0,8090.0,115118
3767.0,3767.0,1235.0,356.0,144.0,1673
38798.0,38798.0,12367.0,3248.0,1324.0,16536
8729.0,8729.0,2527.0,724.0,264.0,3443
15113.0,15113.0,4202.0,1162.0,420.0,5687
59673.0,59673.0,17771.0,5862.0,2028.0,25459
23244.0,23244.0,5871.0,1430.0,599.0,7840
111876.0,111876.0,20395.0,4209.0,1955.0,22956
13122.0,13122.0,3846.0,1266.0,455.0,5701
3710.0,3710.0,857.0,253.0,100.0,1154
82753.0,82753.0,20117.0,4489.0,1785.0,29197
865939.0,865939.0,258117.0,46347.0,23101.0,319830
48305.0,48305.0,14715.0,3954.0,1520.0,20546
9403.0,9403.0,2670.0,467.0,196.0,2944
25776.0,25776.0,7884.0,2278.0,810.0,11021
21561.0,21561.0,5949.0,1417.0,576.0,7841
45260.0,45260.0,10117.0,3294.0,1322.0,13405
31582.0,31582.0,9034.0,2145.0,843.0,11652
8786.0,8786.0,2373.0,587.0,225.0,3131
16347.0,16347.0,4506.0,920.0,388.0,5788
47364.0,47364.0,10681.0,2387.0,1054.0,12897
201877.0,201877.0,51905.0,9649.0,4303.0,63698
18578.0,18578.0,4625.0,1051.0,445.0,5955
133991.0,133991.0,37284.0,8434.0,3351.0,49725
202148.0,202148.0,47226.0,11404.0,4747.0,62989
36611.0,36611.0,11303.0,1666.0,776.0,12856
31998.0,31998.0,10098.0,2267.0,943.0,13035
98266.0,98266.0,27842.0,6482.0,2465.0,37390
205466.0,205466.0,56613.0,11684.0,4489.0,77202
13844.0,13844.0,3951.0,1213.0,442.0,5923
177499.0,177499.0,52322.0,9435.0,4188.0,64671
134238.0,134238.0,35073.0,6269.0,2766.0,44576
2793.0,2793.0,830.0,205.0,78.0,1063
70770.0,70770.0,18540.0,3297.0,1375.0,23126
75502.0,75502.0,23726.0,5930.0,2130.0,32638
24250.0,24250.0,6447.0,1443.0,547.0,9030
83209.0,83209.0,22018.0,4934.0,1936.0,26575
102811.0,102811.0,25335.0,6259.0,2498.0,36672
32957.0,32957.0,9303.0,2523.0,958.0,11977
11798.0,11798.0,3185.0,896.0,332.0,4434
123248.0,123248.0,38379.0,7953.0,3463.0,51178
17948.0,17948.0,4902.0,1485.0,523.0,7062
5519.0,5519.0,1459.0,393.0,162.0,1916
79344.0,79344.0,20364.0,4442.0,1793.0,26074
17318.0,17318.0,4604.0,825.0,351.0,5158
16384.0,16384.0,5649.0,1301.0,582.0,7592
32201.0,32201.0,8501.0,2086.0,796.0,11737
31480.0,31480.0,9278.0,1945.0,729.0,11842
21847.0,21847.0,5792.0,1325.0,530.0,7884
54950.0,54950.0,13019.0,2272.0,1029.0,15439
230514.0,230514.0,63954.0,14174.0,5514.0,83379
11844.0,11844.0,2833.0,1139.0,436.0,4175
48892.0,48892.0,13632.0,3698.0,1354.0,18911
49045.0,49045.0,14736.0,3538.0,1356.0,20048
199754.0,199754.0,45612.0,11791.0,4793.0,62175
3861.0,3861.0,1013.0,323.0,126.0,1484
378488.0,378488.0,89403.0,33023.0,12587.0,124085
27689.0,27689.0,9215.0,1803.0,735.0,10919
9598.0,9598.0,2877.0,623.0,250.0,3618
11161.0,11161.0,3737.0,862.0,387.0,4913
8263.0,8263.0,2281.0,534.0,203.0,2985
7805.0,7805.0,2307.0,740.0,249.0,3419
